recipient_group,source_group,donor_windows,donor_window_count,donor_bytes,phrase_score,signature_hits,overlap_windows,screen_score,donor_estimate_low,donor_estimate_expected,donor_estimate_high,evidence,recipient_start,recipient_length,recipient_class,source_start,source_class,source_reuse_candidates,estimated_plan_bytes_amortized,donor_estimate_net,scr2_macro_hits,scr2_raw_saving_bytes,scr2_cross_boundary_hits,scr2_top_macros,scr2_raw_reduction_pct,scr2_entropy_estimate,mini11_oracle_high,mini11_expected_net,combined_expected_net,confidence,validation,rank
38,23,24139264:256;24139264:1024,2,1280,24,8,17,13469.260603,0.0,109.46012972767755,1094.6012972767755,uncalibrated_source_proxy,39887096,1050095,list,24139211,list,6,10.0,99.46012972767755,2401,25700,1,M1:4968;M2:4900;M3:3432;M9:2827;M6:2232,2.4473976164061346,0.0,8.947842225662315,0.0,99.46012972767755,low,exact_warm_prefix_required,4370
42,23,24139264:256;24139264:1024,2,1280,12,4,17,7062.073899,0.0,109.46012972767755,1094.6012972767755,uncalibrated_source_proxy,44082319,1047797,list,24139211,list,6,10.0,99.46012972767755,2102,22487,1,M1:6854;M2:4158;M9:2420;M6:1914;M4:1338,2.1461218155806896,0.0,8.928261005454075,0.0,99.46012972767755,low,exact_warm_prefix_required,4371
418,391,410440960:16384,1,16384,66,12,17,69776.837146,0.0,109.46012972767755,1094.6012972767755,uncalibrated_source_proxy,438220351,1064821,mixed,409923593,mixed,6,10.0,99.46012972767755,2674,21996,1,M28:2636;M1:2438;M3:1870;M2:1400;M65:1220,2.0656993053292525,0.0,0.0,0.0,99.46012972767755,low,exact_warm_prefix_required,4372
395,184,193882112:65536,1,65536,21,3,17,22543.254024,0.0,109.46012972767755,1094.6012972767755,uncalibrated_source_proxy,414120179,1047416,list,192900101,list,6,10.0,99.46012972767755,2575,21861,1,M1:2530;M10:2526;M5:2430;M11:1860;M2:1778,2.087136343153055,0.0,8.92501451071981,0.0,99.46012972767755,low,exact_warm_prefix_required,4373
225,105,111142400:65536,1,65536,63,9,17,66321.632305,0.0,109.46012972767755,1094.6012972767755,uncalibrated_source_proxy,235867814,1050750,mixed,110158158,mixed,6,10.0,99.46012972767755,2006,18722,1,M1:3404;M11:2148;M5:1878;M2:1834;M7:1320,1.7817749226742803,0.0,0.0,0.0,99.46012972767755,low,exact_warm_prefix_required,4374
270,165,173025280:65536,1,65536,21,3,17,22539.941277,0.0,109.46012972767755,1094.6012972767755,uncalibrated_source_proxy,283107301,1048462,list,173025176,list,6,10.0,99.46012972767755,1651,14916,1,M1:1932;M5:1410;M10:1350;M3:1320;M11:1278,1.4226552798289305,0.0,8.933927459517818,0.0,99.46012972767755,low,exact_warm_prefix_required,4375
318,40,42508288:4096,1,4096,35,7,16,37357.964373,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,333480710,1049155,mixed,41986401,mixed,205,7.087804878048781,99.10411904219269,2373,24784,1,M1:7061;M7:2574;M6:1854;M2:1848;M36:1662,2.3622820269645572,0.0,0.0,0.0,99.10411904219269,low,exact_warm_prefix_required,4376
362,40,42968832:65536,1,65536,63,11,16,66543.647595,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,379542164,1044910,mixed,41986401,mixed,205,7.087804878048781,99.10411904219269,2135,21352,1,M1:5083;M7:1870;M11:1506;M9:1474;M6:1398,2.043429577666976,0.0,0.0,0.0,99.10411904219269,low,exact_warm_prefix_required,4377
123,40,42508288:4096;42968832:65536,2,69632,44,10,16,34413.964373,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,129000537,1042937,mixed,41986401,mixed,205,7.087804878048781,99.10411904219269,1776,15742,1,M1:2461;M10:2064;M11:1878;M5:1242;M24:1188,1.5093912671618708,0.0,0.0,0.0,99.10411904219269,low,exact_warm_prefix_required,4378
338,40,42968832:65536;43017984:16384,2,81920,24,4,16,13165.964373,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,354424887,1061207,mixed,41986401,mixed,205,7.087804878048781,99.10411904219269,1619,13735,1,M1:2231;M5:1950;M10:1644;M11:1026;M2:966,1.2942809461302083,0.0,0.0,0.0,99.10411904219269,low,exact_warm_prefix_required,4379
129,40,42968832:65536;43017984:16384,2,81920,24,4,16,13165.964373,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,135298059,1053942,mixed,41986401,mixed,205,7.087804878048781,99.10411904219269,1347,13612,1,M1:2346;M3:1298;M2:1274;M6:942;M12:902,1.2915321715995758,0.0,0.0,0.0,99.10411904219269,low,exact_warm_prefix_required,4380
505,136,143680512:4096,1,4096,610,142,16,643820.424189,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,529462376,1048479,mixed,142635942,mixed,121,7.148760330578512,99.04316358966297,22083,313890,0,M3:56342;M2:52822;M19:37401;M41:30324;M31:27530,29.937652542397128,0.0,0.0,0.0,99.04316358966297,low,exact_warm_prefix_required,4381
190,136,143680512:4096,1,4096,38,10,16,40809.3116,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,199197219,1048394,mixed,142635942,mixed,121,7.148760330578512,99.04316358966297,2437,22876,0,M1:3910;M5:2214;M2:2128;M10:1998;M11:1734,2.1820040938807357,0.0,0.0,0.0,99.04316358966297,low,exact_warm_prefix_required,4382
230,136,143158272:4096;143680512:4096,2,8192,31,7,16,19561.14705,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,241116537,1055858,mixed,142635942,mixed,121,7.148760330578512,99.04316358966297,1964,16469,1,M1:2484;M11:1728;M5:1668;M10:1488;M2:1204,1.5597741362948427,0.0,0.0,0.0,99.04316358966297,low,exact_warm_prefix_required,4383
150,16,16797952:4096,1,4096,46,10,16,49003.294869,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,157314043,1046398,list,16797859,list,106,7.169811320754717,99.02211259948676,4000,37262,1,M1:5980;M12:3872;M37:3204;M53:3144;M47:2650,3.560977754162374,0.0,8.91634014946133,0.0,99.02211259948676,low,exact_warm_prefix_required,4384
151,2,2097920:16384,1,16384,39,7,16,41486.905091,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,158360441,1048546,list,2097908,list,106,7.169811320754717,99.02211259948676,2985,28489,0,M1:4807;M12:2090;M53:1836;M11:1644;M37:1614,2.7170004940174297,0.0,8.934643222136396,0.0,99.02211259948676,low,exact_warm_prefix_required,4385
158,16,16797952:4096,1,4096,43,11,16,46058.33128,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,165692357,1048654,list,16797859,list,106,7.169811320754717,99.02211259948676,2718,26979,1,M1:5083;M7:2266;M6:1524;M11:1518;M15:1485,2.5727265618592976,0.0,8.935563488360282,0.0,99.02211259948676,low,exact_warm_prefix_required,4386
38,16,16797952:4096;16797952:16384,2,20480,84,18,16,76409.657038,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,39887096,1050095,list,16797859,list,106,7.169811320754717,99.02211259948676,2401,25700,1,M1:4968;M2:4900;M3:3432;M9:2827;M6:2232,2.4473976164061346,0.0,8.947842225662315,0.0,99.02211259948676,low,exact_warm_prefix_required,4387
172,2,2097920:16384,1,16384,15,3,16,16398.905091,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,180343252,1042821,list,2097908,list,106,7.169811320754717,99.02211259948676,2637,25540,1,M1:4278;M7:2662;M37:1902;M11:1740;M3:1738,2.4491259765578177,0.0,8.885860591286885,0.0,99.02211259948676,low,exact_warm_prefix_required,4388
15,2,3080960:65536,1,65536,45,7,16,47630.905091,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,15749490,1048369,list,2097908,list,106,7.169811320754717,99.02211259948676,2326,23280,1,M1:5842;M2:2968;M5:2160;M6:1560;M9:1529,2.2205921769911168,0.0,8.933135008047248,0.0,99.02211259948676,low,exact_warm_prefix_required,4389
380,16,16797952:16384,1,16384,65,13,16,68844.186539,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,398394903,1051957,list,16797859,list,106,7.169811320754717,99.02211259948676,2344,22747,1,M3:3586;M22:2664;M12:2332;M1:2208;M2:1820,2.162350742473314,0.0,8.963708297040794,0.0,99.02211259948676,low,exact_warm_prefix_required,4390
42,16,16797952:4096;16797952:16384,2,20480,31,7,16,28018.893081,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,44082319,1047797,list,16797859,list,106,7.169811320754717,99.02211259948676,2102,22487,1,M1:6854;M2:4158;M9:2420;M6:1914;M4:1338,2.1461218155806896,0.0,8.928261005454075,0.0,99.02211259948676,low,exact_warm_prefix_required,4391
23,2,3080960:65536;2097920:16384,2,81920,54,8,16,35086.905091,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,24139211,1054234,list,2097908,list,106,7.169811320754717,99.02211259948676,2344,21681,1,M1:3657;M5:1854;M10:1398;M2:1274;M11:1206,2.0565642921780176,0.0,8.98311057659439,0.0,99.02211259948676,low,exact_warm_prefix_required,4392
185,16,16797952:4096,1,4096,75,17,16,79594.33128,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,193947734,1051812,list,16797859,list,106,7.169811320754717,99.02211259948676,2159,21242,1,M1:4439;M10:2526;M2:2226;M7:1650;M6:1446,2.019562431309017,0.0,8.962472754425391,0.0,99.02211259948676,low,exact_warm_prefix_required,4393
376,2,3080960:65536,1,65536,21,3,16,22542.905091,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,394203042,1048004,list,2097908,list,106,7.169811320754717,99.02211259948676,2568,20759,1,M1:2898;M5:2118;M11:1650;M10:1446;M2:1120,1.980813050331869,0.0,8.930024849049856,0.0,99.02211259948676,low,exact_warm_prefix_required,4394
32,16,16797952:4096,1,4096,47,11,16,50154.33128,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,33581405,1055789,list,16797859,list,106,7.169811320754717,99.02211259948676,2028,20663,1,M1:4623;M2:2100;M7:1914;M6:1434;M9:1386,1.957114537090271,0.0,8.996360706021637,0.0,99.02211259948676,low,exact_warm_prefix_required,4395
379,16,16797952:4096,1,4096,39,9,16,41706.872833,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,397345533,1049370,list,16797859,list,106,7.169811320754717,99.02211259948676,2049,20341,0,M1:4347;M2:2198;M10:2064;M6:1404;M15:1251,1.9384011359196471,0.0,8.941664512585303,0.0,99.02211259948676,low,exact_warm_prefix_required,4396
413,16,16797952:4096,1,4096,69,15,16,73194.797546,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,432976919,1050105,list,16797859,list,106,7.169811320754717,99.02211259948676,2065,20321,1,M1:3519;M11:1776;M3:1562;M7:1562;M2:1540,1.9351398193513982,0.0,8.94792743549786,0.0,99.02211259948676,low,exact_warm_prefix_required,4397
144,16,16797952:4096;16797952:16384,2,20480,68,14,16,51063.841794,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,151029951,1040616,list,16797859,list,106,7.169811320754717,99.02211259948676,2519,19752,0,M37:8172;M1:1978;M2:1344;M3:1144;M11:864,1.8981065061463596,0.0,8.867071822549214,0.0,99.02211259948676,low,exact_warm_prefix_required,4398
28,2,3080960:65536;2097920:16384,2,81920,132,20,16,72718.905091,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,29382763,1047972,list,2097908,list,106,7.169811320754717,99.02211259948676,1743,17441,0,M1:3013;M7:1848;M3:1562;M2:1330;M6:1200,1.6642620222677704,0.0,8.929752177576113,0.0,99.02211259948676,low,exact_warm_prefix_required,4399
271,16,16797952:4096,1,4096,49,11,16,52203.974663,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,284155763,1047232,list,16797859,list,106,7.169811320754717,99.02211259948676,1595,16003,1,M1:3634;M2:1876;M6:1176;M3:836;M5:822,1.5281236631424555,0.0,8.923446649745783,0.0,99.02211259948676,low,exact_warm_prefix_required,4400
314,16,16797952:4096,1,4096,46,10,16,49002.33128,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,329292599,1047152,list,16797859,list,106,7.169811320754717,99.02211259948676,1520,15641,0,M1:3427;M2:1764;M6:1158;M7:1122;M3:1100,1.493670450899201,0.0,8.922764971061422,0.0,99.02211259948676,low,exact_warm_prefix_required,4401
270,16,16797952:4096,1,4096,33,7,16,35306.33128,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,283107301,1048462,list,16797859,list,106,7.169811320754717,99.02211259948676,1651,14916,1,M1:1932;M5:1410;M10:1350;M3:1320;M11:1278,1.4226552798289305,0.0,8.933927459517818,0.0,99.02211259948676,low,exact_warm_prefix_required,4402
145,16,16797952:4096,1,4096,26,6,16,28010.33128,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,152070567,1048142,list,16797859,list,106,7.169811320754717,99.02211259948676,1651,14547,1,M1:2070;M11:1248;M10:1164;M2:952;M3:924,1.3878844660360905,0.0,8.931200744780378,0.0,99.02211259948676,low,exact_warm_prefix_required,4403
407,16,16797952:4096,1,4096,29,7,16,31217.744595,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,426684777,1048625,list,16797859,list,106,7.169811320754717,99.02211259948676,1137,11677,1,M1:3174;M2:1764;M6:882;M16:780;M11:588,1.1135534628680415,0.0,8.9353163798372,0.0,99.02211259948676,low,exact_warm_prefix_required,4404
457,115,121671680:4096,1,4096,84,20,16,89268.852079,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,479152114,1046738,list,120628164,list,88,7.204545454545454,98.98737846569603,3152,34189,1,M1:5658;M7:4290;M86:3887;M17:2496;M18:2488,3.266242364373893,0.0,8.91923728386986,0.0,98.98737846569603,low,exact_warm_prefix_required,4405
160,115,121659392:16384;121671680:4096,2,20480,46,10,16,30066.240588,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,167792650,1046187,list,120628164,list,88,7.204545454545454,98.98737846569603,1635,16693,1,M1:3404;M24:1826;M10:996;M15:954;M5:840,1.5956038452016705,0.0,8.914542221931331,0.0,98.98737846569603,low,exact_warm_prefix_required,4406
38,13,13641728:16384,1,16384,49,9,16,51961.657038,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,39887096,1050095,list,13641602,list,83,7.216867469879518,98.97505645036196,2401,25700,1,M1:4968;M2:4900;M3:3432;M9:2827;M6:2232,2.4473976164061346,0.0,8.947842225662315,0.0,98.97505645036196,low,exact_warm_prefix_required,4407
33,13,13641728:16384,1,16384,12,2,16,13162.918017,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,34637194,1045396,list,13641602,list,83,7.216867469879518,98.97505645036196,2203,23062,0,M1:5106;M7:3058;M11:1896;M9:1540;M6:1524,2.2060539738051417,0.0,8.907802123939721,0.0,98.97505645036196,low,exact_warm_prefix_required,4408
42,13,13641728:16384,1,16384,5,1,16,5874.893081,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,44082319,1047797,list,13641602,list,83,7.216867469879518,98.97505645036196,2102,22487,1,M1:6854;M2:4158;M9:2420;M6:1914;M4:1338,2.1461218155806896,0.0,8.928261005454075,0.0,98.97505645036196,low,exact_warm_prefix_required,4409
413,13,13641728:16384,1,16384,48,8,16,50794.797546,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,432976919,1050105,list,13641602,list,83,7.216867469879518,98.97505645036196,2065,20321,1,M1:3519;M11:1776;M3:1562;M7:1562;M2:1540,1.9351398193513982,0.0,8.94792743549786,0.0,98.97505645036196,low,exact_warm_prefix_required,4410
265,13,13641728:16384,1,16384,54,8,16,56938.692183,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,277854391,1046147,list,13641602,list,83,7.216867469879518,98.97505645036196,1946,18614,1,M1:3289;M2:1792;M10:1464;M3:1276;M6:1158,1.7792910556547024,0.0,8.91420138258915,0.0,98.97505645036196,low,exact_warm_prefix_required,4411
187,13,13641728:16384,1,16384,36,6,16,38251.3854,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,196050495,1045237,list,13641602,list,83,7.216867469879518,98.97505645036196,1837,18114,0,M1:3243;M2:1960;M3:1540;M6:1164;M7:1078,1.73300409380839,0.0,8.906447287554556,0.0,98.97505645036196,low,exact_warm_prefix_required,4412
130,13,13641728:16384,1,16384,70,12,16,73832.475042,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,136352001,1050287,list,13641602,list,83,7.216867469879518,98.97505645036196,1544,14421,1,M1:2254;M2:1316;M3:1100;M11:1098;M5:936,1.3730532702013831,0.0,8.949478254504779,0.0,98.97505645036196,low,exact_warm_prefix_required,4413
8,1,1048320:65536;1540096:65536,2,131072,78,14,16,41495.242364,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,8392535,1054725,list,1048219,list,81,7.222222222222222,98.96970169801925,2941,27107,1,M1:5658;M5:3396;M2:2758;M6:1608;M11:1494,2.5700538054943234,0.0,8.987294379519648,0.0,98.96970169801925,low,exact_warm_prefix_required,4414
19,1,1048320:65536;1540096:65536,2,131072,72,12,16,38295.242364,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,19943395,1047479,list,1048219,list,81,7.222222222222222,98.96970169801925,2066,19788,0,M1:3496;M7:1474;M53:1338;M12:1254;M10:1236,1.8891070847243716,0.0,8.925551332683744,0.0,98.96970169801925,low,exact_warm_prefix_required,4415
294,246,258894848:65536,1,65536,24,4,16,25712.354894,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,308315174,1045071,mixed,257912791,mixed,73,7.2465753424657535,98.94534857777572,1496,15150,1,M1:3519;M2:1078;M6:1020;M12:990;M7:968,1.4496622717499577,0.0,0.0,0.0,98.94534857777572,low,exact_warm_prefix_required,4416
338,246,257912832:4096,1,4096,5,1,16,5872.354894,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,354424887,1061207,mixed,257912791,mixed,73,7.2465753424657535,98.94534857777572,1619,13735,1,M1:2231;M5:1950;M10:1644;M11:1026;M2:966,1.2942809461302083,0.0,0.0,0.0,98.94534857777572,low,exact_warm_prefix_required,4417
400,44,46694144:16384,1,16384,85,15,16,89605.497898,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,419351577,1048012,url,46176335,url,65,7.276923076923077,98.9150008433184,4319,42547,0,M1:7199;M7:4114;M5:3690;M10:3054;M3:2860,4.059781758224142,0.0,2.8261181491667435,0.0,98.9150008433184,low,exact_warm_prefix_required,4418
428,39,40937216:16384,1,16384,27,5,16,28923.549803,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,448742521,1048964,url,40937191,url,65,7.276923076923077,98.9150008433184,3315,31059,1,M1:4508;M7:2618;M11:2490;M14:2156;M20:1950,2.9609214424899233,0.0,2.82868535686857,0.0,98.9150008433184,low,exact_warm_prefix_required,4419
108,44,46669568:65536;46694144:16384,2,81920,224,40,16,117868.883987,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,113303579,1052130,url,46176335,url,65,7.276923076923077,98.9150008433184,3340,30742,1,M1:5681;M10:2808;M11:2580;M2:2436;M5:2130,2.9218822769049453,0.0,2.8372229404651907,0.0,98.9150008433184,low,exact_warm_prefix_required,4420
103,44,46669568:65536;46694144:16384,2,81920,80,12,16,42348.883987,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,108054113,1055045,url,46176335,url,65,7.276923076923077,98.9150008433184,2598,23695,1,M1:4462;M11:2382;M10:2058;M12:1716;M2:1582,2.2458757683321564,0.0,2.8450836657286622,0.0,98.9150008433184,low,exact_warm_prefix_required,4421
378,39,40937216:16384,1,16384,27,5,16,28911.939495,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,396297906,1047627,url,40937191,url,65,7.276923076923077,98.9150008433184,2418,22889,1,M1:3611;M11:2574;M24:1760;M5:1710;M3:1364,2.18484250596825,0.0,2.8250799401696813,0.0,98.9150008433184,low,exact_warm_prefix_required,4422
189,44,46669568:65536;46694144:16384,2,81920,156,28,16,82284.883987,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,198147847,1049372,url,46176335,url,65,7.276923076923077,98.9150008433184,2598,22378,0,M5:3288;M1:3266;M10:2772;M2:1638;M11:1410,2.1325135414323997,0.0,2.8297855887407812,0.0,98.9150008433184,low,exact_warm_prefix_required,4423
287,39,40937216:16384,1,16384,24,4,16,25711.939495,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,300957943,1050959,url,40937191,url,65,7.276923076923077,98.9150008433184,2450,22057,1,M1:3772;M10:2112;M5:1878;M2:1638;M11:1452,2.098749808508229,0.0,2.834065167126074,0.0,98.9150008433184,low,exact_warm_prefix_required,4424
165,3,4129792:65536,1,65536,72,12,16,75889.450566,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,173025176,1048648,list,3146668,list,65,7.276923076923077,98.9150008433184,1843,19794,1,M1:3726;M7:2398;M3:1628;M9:1111;M5:1110,1.8875733325195871,0.0,8.935512362458955,0.0,98.9150008433184,low,exact_warm_prefix_required,4425
239,44,46669568:65536;46694144:16384,2,81920,82,14,16,43500.883987,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,250573740,1047626,url,46176335,url,65,7.276923076923077,98.9150008433184,2110,18334,1,M1:3197;M11:2646;M10:2268;M2:1330;M5:1284,1.7500520223820333,0.0,2.8250772435229354,0.0,98.9150008433184,low,exact_warm_prefix_required,4426
278,39,40937216:16384,1,16384,24,4,16,25711.939495,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,291505987,1066143,url,40937191,url,65,7.276923076923077,98.9150008433184,2145,17759,1,M5:2244;M1:1955;M10:1836;M3:1100;M2:1022,1.6657240163842937,0.0,2.875011051311511,0.0,98.9150008433184,low,exact_warm_prefix_required,4427
252,45,48260352:16384,1,16384,24,4,16,25705.671002,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,264225800,1049842,url,47228198,url,62,7.290322580645161,98.90160133959631,2651,23735,1,M1:3956;M11:2274;M10:2040;M2:1596;M12:1364,2.2608163895138507,0.0,2.8310530127112212,0.0,98.90160133959631,low,exact_warm_prefix_required,4428
229,45,48260352:16384,1,16384,36,6,16,38249.671002,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,240064753,1051784,url,47228198,url,62,7.290322580645161,98.90160133959631,2128,17793,1,M5:3126;M11:2070;M1:1978;M10:1956;M2:1484,1.6916971545488426,0.0,2.8362899006912077,0.0,98.90160133959631,low,exact_warm_prefix_required,4429
278,45,48260352:16384,1,16384,24,4,16,25705.671002,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,291505987,1066143,url,47228198,url,62,7.290322580645161,98.90160133959631,2145,17759,1,M5:2244;M1:1955;M10:1836;M3:1100;M2:1022,1.6657240163842937,0.0,2.875011051311511,0.0,98.90160133959631,low,exact_warm_prefix_required,4430
355,45,48260352:16384,1,16384,24,4,16,25710.850462,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,372214310,1040341,url,47228198,url,62,7.290322580645161,98.90160133959631,1981,17576,1,M1:3312;M5:2766;M2:1232;M6:906;M11:840,1.689446056629509,0.0,2.8054321719811215,0.0,98.90160133959631,low,exact_warm_prefix_required,4431
228,45,47719680:65536;47228416:16384,2,81920,33,5,16,22505.671002,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,239008346,1056407,url,47228198,url,62,7.290322580645161,98.90160133959631,2064,16978,1,M5:2970;M11:1650;M1:1633;M3:1452;M2:1442,1.6071457307647525,0.0,2.8487564985961913,0.0,98.90160133959631,low,exact_warm_prefix_required,4432
294,59,62403072:65536,1,65536,24,4,16,25706.692183,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,308315174,1045071,mixed,61910108,mixed,62,7.290322580645161,98.90160133959631,1496,15150,1,M1:3519;M2:1078;M6:1020;M12:990;M7:968,1.4496622717499577,0.0,0.0,0.0,98.90160133959631,low,exact_warm_prefix_required,4433
304,63,66113280:4096,1,4096,23,5,16,24810.692183,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,318803696,1049520,mixed,66113270,mixed,59,7.305084745762712,98.88683917447877,2722,23147,1,M1:2622;M3:1738;M22:1728;M2:1456;M6:1062,2.2054844119216406,0.0,0.0,0.0,98.88683917447877,low,exact_warm_prefix_required,4434
296,63,66604800:65536,1,65536,46,8,16,48746.075962,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,310405045,1048323,mixed,66113270,mixed,59,7.305084745762712,98.88683917447877,2259,20061,1,M1:3496;M22:2382;M5:2022;M2:1372;M11:1290,1.9136277654883085,0.0,0.0,0.0,98.88683917447877,low,exact_warm_prefix_required,4435
123,41,43556352:4096,1,4096,10,2,16,11121.450566,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,129000537,1042937,mixed,43034573,mixed,59,7.305084745762712,98.88683917447877,1776,15742,1,M1:2461;M10:2064;M11:1878;M5:1242;M24:1188,1.5093912671618708,0.0,0.0,0.0,98.88683917447877,low,exact_warm_prefix_required,4436
122,63,67096576:65536,1,65536,21,3,16,22507.491061,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,127956076,1044461,mixed,66113270,mixed,59,7.305084745762712,98.88683917447877,1299,12990,0,M1:2553;M24:1342;M10:1050;M11:1020;M6:774,1.24370369022874,0.0,0.0,0.0,98.88683917447877,low,exact_warm_prefix_required,4437
439,313,328229376:256,1,256,1,1,17,1871.422253,0.0,109.46012972767755,1094.6012972767755,uncalibrated_source_proxy,460276478,1049257,prose,328229354,prose,5,10.6,98.86012972767756,4492,58759,0,M13:9945;M3:8228;M7:7920;M14:4290;M43:3514,5.600057945765432,0.0,5.943985740361234,0.0,98.86012972767756,low,exact_warm_prefix_required,4438
226,183,191852800:65536,1,65536,69,11,17,72722.348381,0.0,109.46012972767755,1094.6012972767755,uncalibrated_source_proxy,236918564,1043149,mixed,191852700,mixed,5,10.6,98.86012972767756,2219,19283,1,M1:2622;M11:2292;M5:2208;M10:2058;M2:1610,1.8485374572568252,0.0,0.0,0.0,98.86012972767756,low,exact_warm_prefix_required,4439
263,53,56115712:65536,1,65536,79,13,16,83181.111844,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,275758173,1044947,mixed,55623067,mixed,53,7.339622641509434,98.85230127873204,3230,28899,1,M1:3979;M40:3822;M3:2178;M7:1760;M2:1722,2.765594810071707,0.0,0.0,0.0,98.85230127873204,low,exact_warm_prefix_required,4440
85,50,53000448:4096,1,4096,23,5,16,24810.601907,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,89184861,1050339,mixed,52478164,mixed,53,7.339622641509434,98.85230127873204,2110,19970,0,M1:4830;M2:3122;M6:1512;M9:1265;M28:1172,1.9012909165517038,0.0,0.0,0.0,98.85230127873204,low,exact_warm_prefix_required,4441
125,53,56115712:65536,1,65536,25,5,16,26859.309955,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,131096039,1047350,mixed,55623067,mixed,53,7.339622641509434,98.85230127873204,2150,19466,1,M10:3468;M1:2645;M11:1488;M3:1342;M5:1206,1.8585955029359813,0.0,0.0,0.0,98.85230127873204,low,exact_warm_prefix_required,4442
356,50,53000448:4096,1,4096,25,5,16,26882.287551,0.0,106.19192392024148,1061.9192392024147,uncalibrated_source_proxy,373254651,1048341,mixed,52478164,mixed,53,7.339622641509434,98.85230127873204,1774,15900,1,M1:2990;M10:2028;M5:1200;M2:1092;M12:924,1.51668207195941,0.0,0.0,0.0,98.85230127873204,low,exact_warm_prefix_required,4443
