source_group,recipient_group,source_start,recipient_start,distance,overlap_windows,source_window_count,recipient_window_count,overlap_fraction,class_match,source_class,recipient_class
390,493,408880303,516894220,106970627,16,32249,23752,0.0006736274840013472,0,mixed,prose
391,493,409923593,516894220,105919749,22,32391,23752,0.0009262377905018525,0,mixed,prose
392,493,410974471,516894220,104870142,23,32433,23752,0.0009683395082519367,0,list,prose
393,493,412024078,516894220,103823714,15,31900,23752,0.000631525766251263,0,list,prose
394,493,413070506,516894220,102774041,14,32295,23752,0.0005894240485011788,0,mixed,prose
395,493,414120179,516894220,101726625,11,32489,23752,0.00046311889525092623,0,list,prose
396,493,415167595,516894220,100678101,16,32572,23752,0.0006736274840013472,0,list,prose
397,493,416216119,516894220,99638415,14,32175,23752,0.0005894240485011788,0,url,prose
398,493,417255805,516894220,98590371,14,31848,23752,0.0005894240485011788,0,url,prose
399,493,418303849,516894220,97542643,14,32379,23752,0.0005894240485011788,0,url,prose
400,493,419351577,516894220,96494631,17,30918,23752,0.0007157292017514314,0,url,prose
401,493,420399589,516894220,95445652,11,32266,23752,0.00046311889525092623,0,mixed,prose
402,493,421448568,516894220,94397440,12,31746,23752,0.0005052206130010104,0,url,prose
403,493,422496780,516894220,93348742,22,30590,23752,0.0009262377905018525,0,url,prose
404,493,423545478,516894220,92306435,15,32130,23752,0.000631525766251263,0,mixed,prose
405,493,424587785,516894220,91254050,12,32565,23752,0.0005052206130010104,0,mixed,prose
406,493,425640170,516894220,90209443,13,31328,23752,0.0005473223307510946,0,mixed,prose
407,493,426684777,516894220,89160818,10,32145,23752,0.000421017177500842,0,list,prose
408,493,427733402,516894220,88105466,7,32744,23752,0.0002947120242505894,0,list,prose
409,493,428788754,516894220,87067214,12,32349,23752,0.0005052206130010104,0,mixed,prose
410,493,429827006,516894220,86011257,14,32348,23752,0.0005894240485011788,0,mixed,prose
411,493,430882963,516894220,84959293,9,32630,23752,0.0003789154597507578,0,list,prose
412,493,431934927,516894220,83917301,9,32376,23752,0.0003789154597507578,0,list,prose
413,493,432976919,516894220,82867196,12,32600,23752,0.0005052206130010104,0,list,prose
414,493,434027024,516894220,81818092,13,32007,23752,0.0005473223307510946,0,list,prose
415,493,435076128,516894220,80772170,11,32384,23752,0.00046311889525092623,0,list,prose
416,493,436122050,516894220,79723629,14,32414,23752,0.0005894240485011788,0,list,prose
417,493,437170591,516894220,78673869,14,32706,23752,0.0005894240485011788,0,list,prose
418,493,438220351,516894220,77609048,15,32921,23752,0.000631525766251263,0,mixed,prose
419,493,439285172,516894220,76563235,11,32466,23752,0.00046311889525092623,0,list,prose
420,493,440330985,516894220,75514605,16,32330,23752,0.0006736274840013472,1,prose,prose
421,493,441379615,516894220,74455788,90,30919,23752,0.0037891545975075784,0,list,prose
422,493,442438432,516894220,73404083,223,32269,23752,0.009388683058268777,0,list,prose
423,493,443490137,516894220,72352725,190,32610,23752,0.007999326372515998,0,list,prose
424,493,444541495,516894220,71307701,679,30256,23752,0.028587066352307174,0,mixed,prose
425,493,445586519,516894220,70252518,703,30136,23752,0.029597507578309194,0,mixed,prose
426,493,446641702,516894220,69203894,854,29314,23752,0.03595486695857191,0,url,prose
427,493,447690326,516894220,68151699,929,28877,23752,0.03911249578982823,1,prose,prose
428,493,448742521,516894220,67102735,512,31524,23752,0.02155607948804311,0,url,prose
429,493,449791485,516894220,66054747,513,31392,23752,0.021598181205793196,0,mixed,prose
430,493,450839473,516894220,65005751,970,28212,23752,0.04083866621758168,1,prose,prose
431,493,451888469,516894220,63957523,1166,27175,23752,0.04909060289659818,1,prose,prose
432,493,452936697,516894220,62908721,1243,26386,23752,0.05233243516335467,1,prose,prose
433,493,453985499,516894220,61859754,701,30283,23752,0.029513304142809026,0,url,prose
434,493,455034466,516894220,60811318,857,29867,23752,0.036081172111822164,0,mixed,prose
435,493,456082902,516894220,59762868,875,29554,23752,0.036839003031323675,0,mixed,prose
436,493,457131352,516894220,58715020,1036,28792,23752,0.043617379589087235,1,prose,prose
437,493,458179200,516894220,57666625,985,28076,23752,0.04147019198383294,0,mixed,prose
438,493,459227595,516894220,56617742,1078,27867,23752,0.04538565173459077,1,prose,prose
439,493,460276478,516894220,55568485,971,28940,23752,0.04088076793533176,1,prose,prose
440,493,461325735,516894220,54520101,1128,27550,23752,0.047490737622094985,1,prose,prose
441,493,462374119,516894220,53472608,960,26911,23752,0.040417649040080834,1,prose,prose
442,493,463421612,516894220,52423750,504,30739,23752,0.021219265746042437,0,mixed,prose
443,493,464470470,516894220,51374774,972,27676,23752,0.040922869653081846,1,prose,prose
444,493,465519446,516894220,50326149,1068,26905,23752,0.044964634557089926,1,prose,prose
445,493,466568071,516894220,49283501,800,29745,23752,0.033681374200067365,0,mixed,prose
446,493,467610719,516894220,48234451,711,29485,23752,0.02993432132030987,0,mixed,prose
447,493,468659769,516894220,47186145,963,27856,23752,0.04054395419333109,0,mixed,prose
448,493,469708075,516894220,46138370,937,28560,23752,0.039449309531828895,1,prose,prose
449,493,470755850,516894220,45092721,952,28721,23752,0.04008083529808016,1,prose,prose
450,493,471801499,516894220,44044672,845,29166,23752,0.03557595149882115,0,mixed,prose
451,493,472849548,516894220,42996233,1071,26844,23752,0.04509093971034018,1,prose,prose
452,493,473897987,516894220,41937228,995,29090,23752,0.041891209161333785,1,prose,prose
453,493,474956992,516894220,40889106,870,27623,23752,0.03662849444257326,1,prose,prose
454,493,476005114,516894220,39840276,1025,27484,23752,0.04315426069383631,1,prose,prose
455,493,477053944,516894220,38790958,881,28755,23752,0.03709161333782418,1,prose,prose
456,493,478103262,516894220,37742106,330,28847,23752,0.013893566857527788,0,list,prose
457,493,479152114,516894220,36695368,305,28326,23752,0.012841023913775682,0,list,prose
458,493,480198852,516894220,35647472,968,29052,23752,0.04075446278208151,1,prose,prose
459,493,481246748,516894220,34599059,1016,28496,23752,0.04277534523408555,1,prose,prose
460,493,482295161,516894220,33549875,1093,27113,23752,0.046017177500842034,1,prose,prose
461,493,483344345,516894220,32501691,1070,27662,23752,0.045048837992590095,1,prose,prose
462,493,484392529,516894220,31451323,1197,27154,23752,0.05039575614685079,1,prose,prose
463,493,485442897,516894220,30403361,1183,25927,23752,0.049806332098349615,1,prose,prose
464,493,486490859,516894220,29353974,1321,26754,23752,0.055616369147861236,1,prose,prose
465,493,487540246,516894220,28306081,1408,26249,23752,0.05927921859211856,1,prose,prose
466,493,488588139,516894220,27258358,1097,26662,23752,0.04618558437184237,1,prose,prose
467,493,489635862,516894220,26209449,630,28861,23752,0.026524082182553047,0,list,prose
468,493,490684771,516894220,25161388,1195,25887,23752,0.05031155271135062,1,prose,prose
469,493,491732832,516894220,24113207,1001,29157,23752,0.042143819467834284,0,mixed,prose
470,493,492781013,516894220,23065467,1220,25024,23752,0.05136409565510273,1,prose,prose
471,493,493828753,516894220,22016010,1237,24858,23752,0.05207982485685416,1,prose,prose
472,493,494878210,516894220,20967763,1248,26024,23752,0.05254294375210509,1,prose,prose
473,493,495926457,516894220,19919120,1131,27590,23752,0.04761704277534523,1,prose,prose
474,493,496975100,516894220,18871003,1271,26550,23752,0.05351128326035702,1,prose,prose
475,493,498023217,516894220,17822125,1194,29077,23752,0.05026945099360054,0,mixed,prose
476,493,499072095,516894220,16774159,1552,26440,23752,0.06534186594813068,1,prose,prose
477,493,500120061,516894220,15725740,1832,25560,23752,0.07713034691815426,1,prose,prose
478,493,501168480,516894220,14677767,1731,26641,23752,0.07287807342539576,1,prose,prose
479,493,502216453,516894220,13628766,1395,27629,23752,0.05873189626136746,1,prose,prose
480,493,503265454,516894220,12579861,1099,28698,23752,0.04626978780734254,0,mixed,prose
481,493,504314359,516894220,11531353,849,30799,23752,0.03574435836982149,0,url,prose
482,493,505362867,516894220,10483101,1270,28800,23752,0.053469181542606936,0,mixed,prose
483,493,506411119,516894220,9434329,1265,28960,23752,0.053258672953856515,0,mixed,prose
484,493,507459891,516894220,8386556,1181,28853,23752,0.049722128662849446,0,list,prose
485,493,508507664,516894220,7338472,1092,28341,23752,0.04597507578309195,0,mixed,prose
486,493,509555748,516894220,6291078,988,29670,23752,0.041596497137083195,0,mixed,prose
487,493,510603142,516894220,5242543,1073,28256,23752,0.04517514314584035,1,prose,prose
488,493,511651677,516894220,4194233,1171,29417,23752,0.0493011114853486,0,mixed,prose
489,493,512699987,516894220,3145252,1125,29327,23752,0.04736443246884473,0,mixed,prose
490,493,513748968,516894220,2097351,1840,26617,23752,0.07746716066015494,1,prose,prose
491,493,514796869,516894220,1049095,1984,26069,23752,0.08352980801616706,1,prose,prose
492,493,515845125,516894220,0,2632,24851,23752,0.11081172111822163,1,prose,prose
0,494,0,517943610,516895391,10,25701,23570,0.00042426813746287653,0,list,prose
1,494,1048219,517943610,515845702,9,29893,23570,0.00038184132371658886,0,list,prose
2,494,2097908,517943610,514796942,14,30366,23570,0.0005939753924480272,0,list,prose
3,494,3146668,517943610,513748096,11,32164,23570,0.0004666949512091642,0,list,prose
4,494,4195514,517943610,512700135,14,31507,23570,0.0005939753924480272,0,mixed,prose
5,494,5243475,517943610,511651810,19,28307,23570,0.0008061094611794654,0,mixed,prose
6,494,6291800,517943610,510601255,20,30984,23570,0.0008485362749257531,0,list,prose
7,494,7342355,517943610,509551075,16,32458,23570,0.0006788290199406025,0,list,prose
8,494,8392535,517943610,508496350,12,32538,23570,0.0005091217649554518,0,list,prose
9,494,9447260,517943610,507449572,15,32499,23570,0.0006364022061943148,0,mixed,prose
10,494,10494038,517943610,506400556,21,32588,23570,0.0008909630886720408,0,list,prose
11,494,11543054,517943610,505352590,17,32645,23570,0.0007212558336868901,0,list,prose
12,494,12591020,517943610,504302008,16,32471,23570,0.0006788290199406025,0,list,prose
13,494,13641602,517943610,503244395,15,32973,23570,0.0006364022061943148,0,list,prose
14,494,14699215,517943610,502194120,16,32645,23570,0.0006788290199406025,0,list,prose
15,494,15749490,517943610,501145751,18,32371,23570,0.0007636826474331777,0,list,prose
16,494,16797859,517943610,500098962,13,32631,23570,0.0005515485787017395,0,list,prose
17,494,17844648,517943610,499047939,12,32764,23570,0.0005091217649554518,0,list,prose
18,494,18895671,517943610,498000215,16,32683,23570,0.0006788290199406025,0,list,prose
19,494,19943395,517943610,496952736,16,32642,23570,0.0006788290199406025,0,list,prose
20,494,20990874,517943610,495903819,18,32522,23570,0.0007636826474331777,0,list,prose
21,494,22039791,517943610,494849082,14,32288,23570,0.0005939753924480272,0,list,prose
22,494,23094528,517943610,493804399,16,32507,23570,0.0006788290199406025,0,list,prose
23,494,24139211,517943610,492750165,13,32788,23570,0.0005515485787017395,0,list,prose
24,494,25193445,517943610,491701384,15,32661,23570,0.0006364022061943148,0,list,prose
25,494,26242226,517943610,490653885,18,32567,23570,0.0007636826474331777,0,mixed,prose
26,494,27289725,517943610,489604220,27,32665,23570,0.0011455239711497666,0,list,prose
27,494,28339390,517943610,488560847,23,32520,23570,0.000975816716164616,0,list,prose
28,494,29382763,517943610,487512875,17,32623,23570,0.0007212558336868901,0,list,prose
29,494,30430735,517943610,486458727,18,32745,23570,0.0007636826474331777,0,mixed,prose
30,494,31484883,517943610,485412581,18,32557,23570,0.0007636826474331777,0,url,prose
31,494,32531029,517943610,484362205,15,32765,23570,0.0006364022061943148,0,url,prose
32,494,33581405,517943610,483306416,15,32887,23570,0.0006364022061943148,0,list,prose
33,494,34637194,517943610,482261020,21,32592,23570,0.0008909630886720408,0,list,prose
34,494,35682590,517943610,481208087,17,32809,23570,0.0007212558336868901,0,mixed,prose
35,494,36735523,517943610,480157934,23,32634,23570,0.000975816716164616,0,list,prose
36,494,37785676,517943610,479104206,17,32454,23570,0.0007212558336868901,0,url,prose
37,494,38839404,517943610,478056514,14,32369,23570,0.0005939753924480272,0,mixed,prose
38,494,39887096,517943610,477006419,15,31642,23570,0.0006364022061943148,0,list,prose
39,494,40937191,517943610,475957209,16,32262,23570,0.0006788290199406025,0,url,prose
40,494,41986401,517943610,474909037,15,32391,23570,0.0006364022061943148,0,mixed,prose
41,494,43034573,517943610,473861291,20,32164,23570,0.0008485362749257531,0,mixed,prose
42,494,44082319,517943610,472813494,14,32071,23570,0.0005939753924480272,0,list,prose
43,494,45130116,517943610,471767275,16,32242,23570,0.0006788290199406025,0,list,prose
44,494,46176335,517943610,470715412,13,32462,23570,0.0005515485787017395,0,url,prose
45,494,47228198,517943610,469666803,18,32675,23570,0.0007636826474331777,0,url,prose
46,494,48276807,517943610,468617012,23,32716,23570,0.000975816716164616,0,mixed,prose
47,494,49326598,517943610,467568494,21,32645,23570,0.0008909630886720408,0,mixed,prose
48,494,50375116,517943610,466514065,13,32881,23570,0.0005515485787017395,0,url,prose
49,494,51429545,517943610,465465446,11,32505,23570,0.0004666949512091642,0,url,prose
50,494,52478164,517943610,464416782,17,32613,23570,0.0007212558336868901,0,mixed,prose
51,494,53526828,517943610,463368951,13,32575,23570,0.0005515485787017395,0,url,prose
52,494,54574659,517943610,462320543,18,32638,23570,0.0007636826474331777,0,mixed,prose
53,494,55623067,517943610,461269721,15,32566,23570,0.0006364022061943148,0,mixed,prose
54,494,56673889,517943610,460220562,17,32626,23570,0.0007212558336868901,0,mixed,prose
55,494,57723048,517943610,459171366,13,32658,23570,0.0005515485787017395,0,mixed,prose
56,494,58772244,517943610,458126613,15,32479,23570,0.0006364022061943148,0,url,prose
57,494,59816997,517943610,457079027,23,32663,23570,0.000975816716164616,0,mixed,prose
58,494,60864583,517943610,456033502,20,32603,23570,0.0008485362749257531,0,url,prose
59,494,61910108,517943610,454981723,12,32702,23570,0.0005091217649554518,0,mixed,prose
60,494,62961887,517943610,453929667,15,32635,23570,0.0006364022061943148,0,url,prose
61,494,64013943,517943610,452879671,18,32735,23570,0.0007636826474331777,0,mixed,prose
62,494,65063939,517943610,451830340,14,31714,23570,0.0005939753924480272,0,mixed,prose
63,494,66113270,517943610,450781415,18,32662,23570,0.0007636826474331777,0,mixed,prose
64,494,67162195,517943610,449732614,17,32586,23570,0.0007212558336868901,0,mixed,prose
65,494,68210996,517943610,448683320,14,32476,23570,0.0005939753924480272,0,mixed,prose
66,494,69260290,517943610,447634689,16,32507,23570,0.0006788290199406025,0,mixed,prose
67,494,70308921,517943610,446584520,16,32673,23570,0.0006788290199406025,0,mixed,prose
68,494,71359090,517943610,445530430,16,32757,23570,0.0006788290199406025,0,mixed,prose
69,494,72413180,517943610,444481600,15,32651,23570,0.0006364022061943148,0,url,prose
70,494,73462010,517943610,443438494,17,32495,23570,0.0007212558336868901,0,mixed,prose
71,494,74505116,517943610,442392749,18,32603,23570,0.0007636826474331777,0,mixed,prose
72,494,75550861,517943610,441343465,15,32724,23570,0.0006364022061943148,0,mixed,prose
73,494,76600145,517943610,440294061,18,32731,23570,0.0007636826474331777,0,mixed,prose
74,494,77649549,517943610,439244660,15,32724,23570,0.0006364022061943148,0,url,prose
75,494,78698950,517943610,438194501,20,32717,23570,0.0008485362749257531,0,mixed,prose
76,494,79749109,517943610,437146530,10,32689,23570,0.00042426813746287653,0,mixed,prose
77,494,80797080,517943610,436097552,19,32568,23570,0.0008061094611794654,0,mixed,prose
78,494,81846058,517943610,435047925,16,32493,23570,0.0006788290199406025,0,mixed,prose
79,494,82895685,517943610,433999090,14,31974,23570,0.0005939753924480272,0,list,prose
80,494,83944520,517943610,432954079,18,32592,23570,0.0007636826474331777,0,mixed,prose
81,494,84989531,517943610,431905345,18,32697,23570,0.0007636826474331777,0,mixed,prose
82,494,86038265,517943610,430855969,14,32616,23570,0.0005939753924480272,0,mixed,prose
83,494,87087641,517943610,429807010,14,32689,23570,0.0005939753924480272,0,mixed,prose
84,494,88136600,517943610,428758749,10,32400,23570,0.00042426813746287653,0,mixed,prose
85,494,89184861,517943610,427708410,14,32681,23570,0.0005939753924480272,0,mixed,prose
86,494,90235200,517943610,426659492,15,32648,23570,0.0006364022061943148,0,mixed,prose
87,494,91284118,517943610,425609036,16,32697,23570,0.0006788290199406025,0,template,prose
88,494,92334574,517943610,424564046,15,32508,23570,0.0006364022061943148,0,template,prose
89,494,93379564,517943610,423515604,18,32647,23570,0.0007636826474331777,0,mixed,prose
90,494,94428006,517943610,422468088,18,32607,23570,0.0007636826474331777,0,mixed,prose
91,494,95475522,517943610,421420305,15,32632,23570,0.0006364022061943148,0,mixed,prose
92,494,96523305,517943610,420371596,13,32487,23570,0.0005515485787017395,0,mixed,prose
93,494,97572014,517943610,419323874,17,32586,23570,0.0007212558336868901,0,mixed,prose
94,494,98619736,517943610,418276479,18,32628,23570,0.0007636826474331777,0,mixed,prose
95,494,99667131,517943610,417227978,18,32594,23570,0.0007636826474331777,0,mixed,prose
96,494,100715632,517943610,416181114,16,32542,23570,0.0006788290199406025,0,mixed,prose
97,494,101762496,517943610,415134027,19,32148,23570,0.0008061094611794654,0,mixed,prose
98,494,102809583,517943610,414081569,20,32737,23570,0.0008485362749257531,0,mixed,prose
99,494,103862041,517943610,413033103,18,32403,23570,0.0007636826474331777,0,url,prose
100,494,104910507,517943610,411980558,16,32800,23570,0.0006788290199406025,0,url,prose
101,494,105963052,517943610,410937384,15,32505,23570,0.0006364022061943148,0,url,prose
102,494,107006226,517943610,409889497,16,32685,23570,0.0006788290199406025,0,url,prose
103,494,108054113,517943610,408834452,14,32869,23570,0.0005939753924480272,0,url,prose
104,494,109109158,517943610,407785452,12,32632,23570,0.0005091217649554518,0,mixed,prose
105,494,110158158,517943610,406735528,14,32342,23570,0.0005939753924480272,0,mixed,prose
106,494,111208082,517943610,405687467,17,32653,23570,0.0007212558336868901,0,mixed,prose
107,494,112256143,517943610,404640031,19,32625,23570,0.0008061094611794654,0,url,prose
108,494,113303579,517943610,403587901,16,32761,23570,0.0006788290199406025,0,url,prose
109,494,114355709,517943610,402545305,17,32481,23570,0.0007212558336868901,0,url,prose
110,494,115398305,517943610,401497447,16,32668,23570,0.0006788290199406025,0,url,prose
111,494,116446163,517943610,400453193,20,32507,23570,0.0008485362749257531,0,url,prose
112,494,117490417,517943610,399405050,20,32683,23570,0.0008485362749257531,0,url,prose
113,494,118538560,517943610,398363656,15,32430,23570,0.0006364022061943148,0,url,prose
114,494,119579954,517943610,397315446,20,32671,23570,0.0008485362749257531,0,url,prose
115,494,120628164,517943610,396267601,20,32113,23570,0.0008485362749257531,0,list,prose
116,494,121676009,517943610,395219264,21,32605,23570,0.0008909630886720408,0,mixed,prose
117,494,122724346,517943610,394179418,15,32403,23570,0.0006364022061943148,0,url,prose
118,494,123764192,517943610,393132017,16,32263,23570,0.0006788290199406025,0,url,prose
119,494,124811593,517943610,392083948,13,32562,23570,0.0005515485787017395,0,mixed,prose
120,494,125859662,517943610,391036661,15,32611,23570,0.0006364022061943148,0,mixed,prose
121,494,126906949,517943610,389987534,13,32476,23570,0.0005515485787017395,0,mixed,prose
122,494,127956076,517943610,388943073,13,32554,23570,0.0005515485787017395,0,mixed,prose
123,494,129000537,517943610,387900136,10,32536,23570,0.00042426813746287653,0,mixed,prose
124,494,130043474,517943610,386847571,15,32815,23570,0.0006364022061943148,0,url,prose
125,494,131096039,517943610,385800221,11,32681,23570,0.0004666949512091642,0,mixed,prose
126,494,132143389,517943610,384747412,16,32733,23570,0.0006788290199406025,0,mixed,prose
127,494,133196198,517943610,383699353,12,32647,23570,0.0005091217649554518,0,mixed,prose
128,494,134244257,517943610,382645551,13,32806,23570,0.0005515485787017395,0,mixed,prose
129,494,135298059,517943610,381591609,15,32693,23570,0.0006364022061943148,0,mixed,prose
130,494,136352001,517943610,380541322,13,32755,23570,0.0005515485787017395,0,list,prose
131,494,137402288,517943610,379494234,12,32672,23570,0.0005091217649554518,0,list,prose
132,494,138449376,517943610,378454482,12,32401,23570,0.0005091217649554518,0,list,prose
133,494,139489128,517943610,377403843,12,32792,23570,0.0005091217649554518,0,mixed,prose
134,494,140539767,517943610,376355609,13,32734,23570,0.0005515485787017395,0,mixed,prose
135,494,141588001,517943610,375307668,12,32696,23570,0.0005091217649554518,0,list,prose
136,494,142635942,517943610,374258985,19,32710,23570,0.0008061094611794654,0,mixed,prose
137,494,143684625,517943610,373199141,22,32953,23570,0.0009333899024183284,0,list,prose
138,494,144744469,517943610,372151284,13,32686,23570,0.0005515485787017395,0,list,prose
139,494,145792326,517943610,371101571,14,32711,23570,0.0005939753924480272,0,list,prose
140,494,146842039,517943610,370056621,14,32353,23570,0.0005939753924480272,0,list,prose
141,494,147886989,517943610,369009688,17,32668,23570,0.0007212558336868901,0,mixed,prose
142,494,148933922,517943610,367958560,18,32775,23570,0.0007636826474331777,0,url,prose
143,494,149985050,517943610,366913659,15,32568,23570,0.0006364022061943148,0,list,prose
144,494,151029951,517943610,365873043,15,31756,23570,0.0006364022061943148,0,list,prose
145,494,152070567,517943610,364824901,11,32695,23570,0.0004666949512091642,0,list,prose
146,494,153118709,517943610,363777960,15,32668,23570,0.0006364022061943148,0,list,prose
147,494,154165650,517943610,362728794,18,32686,23570,0.0007636826474331777,0,list,prose
148,494,155214816,517943610,361680216,19,32695,23570,0.0008061094611794654,0,list,prose
149,494,156263394,517943610,360629567,19,32737,23570,0.0008061094611794654,0,list,prose
150,494,157314043,517943610,359583169,16,32567,23570,0.0006788290199406025,0,list,prose
151,494,158360441,517943610,358534623,15,32470,23570,0.0006364022061943148,0,list,prose
152,494,159408987,517943610,357486420,14,32653,23570,0.0005939753924480272,0,list,prose
153,494,160457190,517943610,356436977,19,32690,23570,0.0008061094611794654,0,list,prose
154,494,161506633,517943610,355389704,20,32621,23570,0.0008485362749257531,0,list,prose
155,494,162553906,517943610,354342426,20,32424,23570,0.0008485362749257531,0,list,prose
156,494,163601184,517943610,353297617,14,32267,23570,0.0005939753924480272,0,list,prose
157,494,164645993,517943610,352251253,13,32579,23570,0.0005515485787017395,0,list,prose
158,494,165692357,517943610,351202599,16,32680,23570,0.0006788290199406025,0,list,prose
159,494,166741011,517943610,350150960,14,32670,23570,0.0005939753924480272,0,list,prose
160,494,167792650,517943610,349104773,10,32548,23570,0.00042426813746287653,0,list,prose
161,494,168838837,517943610,348060898,15,32549,23570,0.0006364022061943148,0,list,prose
162,494,169882712,517943610,347012823,12,32680,23570,0.0005091217649554518,0,list,prose
163,494,170930787,517943610,345967964,21,32582,23570,0.0008909630886720408,0,list,prose
164,494,171975646,517943610,344918434,19,32484,23570,0.0008061094611794654,0,mixed,prose
165,494,173025176,517943610,343869786,14,32696,23570,0.0005939753924480272,0,list,prose
166,494,174073824,517943610,342832314,16,32339,23570,0.0006788290199406025,0,list,prose
167,494,175111296,517943610,341779662,17,32823,23570,0.0007212558336868901,0,list,prose
168,494,176163948,517943610,340748938,18,32146,23570,0.0007636826474331777,0,mixed,prose
169,494,177194672,517943610,339699860,19,32706,23570,0.0008061094611794654,0,list,prose
170,494,178243750,517943610,338647682,17,32802,23570,0.0007212558336868901,0,list,prose
171,494,179295928,517943610,337600358,17,32490,23570,0.0007212558336868901,0,list,prose
172,494,180343252,517943610,336557537,18,32510,23570,0.0007636826474331777,0,list,prose
173,494,181386073,517943610,335505300,18,32811,23570,0.0007636826474331777,0,list,prose
174,494,182438310,517943610,334456880,22,32385,23570,0.0009333899024183284,0,list,prose
175,494,183486730,517943610,333410821,14,32567,23570,0.0005939753924480272,0,list,prose
176,494,184532789,517943610,332368274,13,32513,23570,0.0005515485787017395,0,list,prose
177,494,185575336,517943610,331322511,20,32607,23570,0.0008485362749257531,0,list,prose
178,494,186621099,517943610,330273284,19,32642,23570,0.0008061094611794654,0,mixed,prose
179,494,187670326,517943610,329233580,22,31688,23570,0.0009333899024183284,0,list,prose
180,494,188710030,517943610,328185230,20,32553,23570,0.0008485362749257531,0,mixed,prose
181,494,189758380,517943610,327136796,19,32642,23570,0.0008061094611794654,0,url,prose
182,494,190806814,517943610,326090910,16,32578,23570,0.0006788290199406025,0,mixed,prose
183,494,191852700,517943610,325043509,15,32298,23570,0.0006364022061943148,0,mixed,prose
184,494,192900101,517943610,323995876,16,32611,23570,0.0006788290199406025,0,list,prose
185,494,193947734,517943610,322944064,19,32804,23570,0.0008061094611794654,0,list,prose
186,494,194999546,517943610,321893115,14,31938,23570,0.0005939753924480272,0,list,prose
187,494,196050495,517943610,320847878,17,32561,23570,0.0007212558336868901,0,list,prose
188,494,197095732,517943610,319795763,20,32767,23570,0.0008485362749257531,0,mixed,prose
189,494,198147847,517943610,318746391,15,32749,23570,0.0006364022061943148,0,url,prose
190,494,199197219,517943610,317697997,19,32699,23570,0.0008061094611794654,0,mixed,prose
191,494,200245613,517943610,316649758,13,32575,23570,0.0005515485787017395,0,url,prose
192,494,201293852,517943610,315602271,16,32692,23570,0.0006788290199406025,0,url,prose
193,494,202341339,517943610,314553921,12,32687,23570,0.0005091217649554518,0,mixed,prose
194,494,203389689,517943610,313504945,16,32708,23570,0.0006788290199406025,0,mixed,prose
195,494,204438665,517943610,312456817,17,32683,23570,0.0007212558336868901,0,mixed,prose
196,494,205486793,517943610,311415455,12,32498,23570,0.0005091217649554518,0,mixed,prose
197,494,206528155,517943610,310365733,18,32719,23570,0.0007636826474331777,0,mixed,prose
198,494,207577877,517943610,309317824,19,32681,23570,0.0008061094611794654,0,mixed,prose
199,494,208625786,517943610,308267884,15,32653,23570,0.0006364022061943148,0,mixed,prose
200,494,209675726,517943610,307220598,18,32628,23570,0.0007636826474331777,0,mixed,prose
201,494,210723012,517943610,306169286,20,32714,23570,0.0008485362749257531,0,list,prose
202,494,211774324,517943610,305119797,23,32677,23570,0.000975816716164616,0,mixed,prose
203,494,212823813,517943610,304071903,16,32695,23570,0.0006788290199406025,0,mixed,prose
204,494,213871707,517943610,303023608,20,32669,23570,0.0008485362749257531,0,url,prose
205,494,214920002,517943610,301972645,15,32774,23570,0.0006364022061943148,0,mixed,prose
206,494,215970965,517943610,300927739,18,32444,23570,0.0007636826474331777,0,url,prose
207,494,217015871,517943610,299880312,16,32659,23570,0.0006788290199406025,0,url,prose
208,494,218063298,517943610,298833053,19,32632,23570,0.0008061094611794654,0,mixed,prose
209,494,219110557,517943610,297786996,20,32600,23570,0.0008485362749257531,0,url,prose
210,494,220156614,517943610,296742317,16,32608,23570,0.0006788290199406025,0,list,prose
211,494,221201293,517943610,295694318,23,32605,23570,0.000975816716164616,0,url,prose
212,494,222249292,517943610,294646108,16,32664,23570,0.0006788290199406025,0,mixed,prose
213,494,223297502,517943610,293597423,16,32702,23570,0.0006788290199406025,0,mixed,prose
214,494,224346187,517943610,292550309,18,32623,23570,0.0007636826474331777,0,mixed,prose
215,494,225393301,517943610,291501591,18,32697,23570,0.0007636826474331777,0,mixed,prose
216,494,226442019,517943610,290455191,26,32597,23570,0.001103097157403479,0,mixed,prose
217,494,227488419,517943610,289408954,22,32514,23570,0.0009333899024183284,1,prose,prose
218,494,228534656,517943610,288359152,15,32673,23570,0.0006364022061943148,1,prose,prose
219,494,229584458,517943610,287315934,19,32499,23570,0.0008061094611794654,0,mixed,prose
220,494,230627676,517943610,286269915,16,32632,23570,0.0006788290199406025,0,mixed,prose
221,494,231673695,517943610,285222841,11,32369,23570,0.0004666949512091642,0,mixed,prose
222,494,232720769,517943610,284175530,15,32652,23570,0.0006364022061943148,0,mixed,prose
223,494,233768080,517943610,283123638,11,32781,23570,0.0004666949512091642,0,url,prose
224,494,234819972,517943610,282075796,16,32660,23570,0.0006788290199406025,0,mixed,prose
225,494,235867814,517943610,281025046,16,32780,23570,0.0006788290199406025,0,mixed,prose
226,494,236918564,517943610,279981897,14,32549,23570,0.0005939753924480272,0,mixed,prose
227,494,237961713,517943610,278935264,18,32655,23570,0.0007636826474331777,0,url,prose
228,494,239008346,517943610,277878857,14,32947,23570,0.0005939753924480272,0,url,prose
229,494,240064753,517943610,276827073,15,32769,23570,0.0006364022061943148,0,url,prose
